time,open,high,low,close,Volume,MA,MA,MA,Low Difference (%),High Difference (%)
1751501843,0.1342,0.1342,0.1342,0.1342,2500,0.13490404040404044,0.13438888888888892,0.13425555555555554,NaN,NaN
1751501844,0.1342,0.1342,0.1342,0.1342,5500,0.13489292929292931,0.13437037037037042,0.13424444444444442,NaN,NaN
1751501845,0.1342,0.1342,0.1342,0.1342,4500,0.1348808080808081,0.1343555555555556,0.13424444444444442,NaN,NaN
1751501846,0.1342,0.1342,0.1341,0.1341,4000,0.13486666666666666,0.1343333333333334,0.1342222222222222,NaN,NaN
1751501847,0.1342,0.1342,0.1342,0.1342,582.9,0.13485252525252525,0.13431851851851853,0.1342111111111111,NaN,NaN
1751501848,0.1342,0.1342,0.1342,0.1342,6445.9,0.13483939393939393,0.13430370370370376,0.13419999999999999,NaN,NaN
1751501850,0.1342,0.1342,0.1342,0.1342,76.3,0.13482626262626263,0.13429259259259266,0.13418888888888886,NaN,NaN
1751501851,0.1342,0.1343,0.1342,0.1343,10840.6,0.13481515151515153,0.13428518518518523,0.13419999999999999,NaN,NaN
1751501855,0.1343,0.1343,0.1343,0.1343,1000,0.13480404040404043,0.13428148148148153,0.1342111111111111,NaN,NaN
1751501862,0.1344,0.1344,0.1344,0.1344,67.1,0.1347949494949495,0.13427777777777783,0.1342333333333333,NaN,NaN
1751501885,0.1343,0.1343,0.1343,0.1343,6185.2,0.1347838383838384,0.13427407407407413,0.13424444444444442,NaN,NaN
1751501895,0.1342,0.1342,0.1342,0.1342,611.2,0.13477171717171718,0.13426666666666673,0.13424444444444442,NaN,NaN
1751501904,0.1341,0.1341,0.1341,0.1341,6801.6,0.13475858585858586,0.1342555555555556,0.13424444444444442,NaN,NaN
1751501910,0.1341,0.1341,0.134,0.134,21680.1,0.13474545454545453,0.1342407407407408,0.1342222222222222,NaN,NaN
1751501916,0.134,0.134,0.134,0.134,2472.9,0.13473333333333332,0.134225925925926,0.13419999999999996,NaN,NaN
1751501917,0.134,0.134,0.134,0.134,7487.9,0.1347212121212121,0.13421851851851857,0.13417777777777773,NaN,NaN
1751501922,0.134,0.134,0.134,0.134,456.9,0.1347080808080808,0.13420740740740747,0.13414444444444437,NaN,NaN
1751501930,0.1339,0.1339,0.1339,0.1339,13569.2,0.1346939393939394,0.13419259259259267,0.13409999999999994,NaN,NaN
1751501934,0.1339,0.1339,0.1339,0.1339,14181.9,0.13467979797979798,0.13417777777777784,0.13404444444444438,NaN,NaN
